DateTimeUTC,temp_01ft,temp_05ft,temp_10ft,temp_40ft,temp_70ft
"2026-01-03 20:15:00","368.3975858"
"2026-01-03 20:30:00","55.07329","53.8935","53.98355","53.70578","53.48294"
"2026-01-03 20:30:00","368.3904937"
"2026-01-03 20:45:00","55.05193","53.89808","53.94081","53.71341","53.5913"
"2026-01-03 20:45:00","368.417773"
"2026-01-03 21:00:00","55.12825","53.92555","53.9576","53.68898","53.61115"
"2026-01-03 21:00:00","368.4152269"
"2026-01-03 21:15:00","55.12671","53.93624","53.97287","53.69967","53.59589"
"2026-01-03 21:15:00","368.4101342"
"2026-01-03 21:30:00","55.10687","53.94387","53.98203","53.66762","53.6142"
"2026-01-03 21:30:00","368.4239559"
"2026-01-03 21:45:00","55.12519","53.99423","54.04307","53.6951","53.63099"
"2026-01-03 21:45:00","368.4141357"
"2026-01-03 22:00:00","55.10077","53.96371","54.02476","53.7363","53.61725"
"2026-01-03 22:00:00","368.4215919"
"2026-01-03 22:15:00","55.1084","53.96066","53.96982","53.7424","53.68135"
"2026-01-03 22:15:00","368.4201371"
"2026-01-03 22:30:00","55.10992","53.98965","54.04155","53.7943","53.67067"
"2026-01-03 22:30:00","368.4155905"
"2026-01-03 22:45:00","55.12366","53.98813","54.05834","53.78056","53.73477"
"2026-01-03 22:45:00","368.4128623"
"2026-01-03 23:00:00","55.11298","53.9866","54.00797","53.78972","53.71798"
"2026-01-03 23:00:00","368.4124988"
"2026-01-03 23:15:00","55.15419","54.01255","54.09344","53.7943","53.67983"
"2026-01-03 23:15:00","368.4057697"
"2026-01-03 23:30:00","55.18777","54.01713","54.08733","53.84772","53.71646"
"2026-01-03 23:30:00","368.4072251"
"2026-01-03 23:45:00","55.07177","53.99118","54.10718","53.84619","53.77293"
"2026-01-03 23:45:00","368.4008596"
"2026-01-04 00:00:00","55.14809","54.02476","54.10871","53.87061","53.79124"
"2026-01-04 00:00:00","368.4021323"
"2026-01-04 00:15:00","55.15877","54.00797","54.12245","53.91182","53.76835"
"2026-01-04 00:15:00","368.3981319"
"2026-01-04 00:30:00","55.19388","54.0507","54.14686","53.87824","53.82634"
"2026-01-04 00:30:00","368.4030421"
"2026-01-04 00:45:00","55.18319","54.04002","54.14534","53.87518","53.78362"
"2026-01-04 00:45:00","368.4014052"
"2026-01-04 01:00:00","55.20914","54.06139","54.11634","53.8874","53.77904"
"2026-01-04 01:00:00","368.3997683"
"2026-01-04 01:15:00","55.19693","54.07207","54.15908","53.90571","53.77141"
"2026-01-04 01:15:00","368.3874014"
"2026-01-04 01:30:00","55.17861","54.07207","54.14076","53.86755","53.76225"
"2026-01-04 01:30:00","368.393949"
"2026-01-04 01:45:00","55.20303","54.07665","54.13923","53.8935","53.77293"
"2026-01-04 01:45:00","368.3870378"
"2026-01-04 02:00:00","55.18929","54.07207","54.11786","53.8584","53.78972"
"2026-01-04 02:00:00","368.3983129"
"2026-01-04 02:15:00","55.16945","54.0446","54.13465","53.85382","53.77904"
"2026-01-04 02:15:00","368.3979493"
"2026-01-04 02:30:00","55.21219","54.07207","54.1026","53.82024","53.75614"
"2026-01-04 02:30:00","368.3941305"
"2026-01-04 02:45:00","55.17709","54.07207","54.17281","53.90571","53.78056"
"2026-01-04 02:45:00","368.3808544"
"2026-01-04 03:00:00","55.25492","54.05681","54.16976","53.86908","53.75308"
"2026-01-04 03:00:00","368.3924941"
"2026-01-04 03:15:00","55.20609","54.0736","54.11176","53.88435","53.77598"
"2026-01-04 03:15:00","368.3926756"
"2026-01-04 03:30:00","55.21219","54.04613","54.13313","53.89808","53.79735"
"2026-01-04 03:30:00","368.3968586"
"2026-01-04 03:45:00","55.17098","54.06292","54.11329","53.87213","53.80651"
"2026-01-04 03:45:00","368.400496"
"2026-01-04 04:00:00","55.2244","54.03697","54.11023","53.88129","53.73935"
"2026-01-04 04:00:00","368.3961309"
"2026-01-04 04:15:00","55.16335","54.03849","54.14686","53.87213","53.79887"
"2026-01-04 04:15:00","368.3997683"
"2026-01-04 04:30:00","54.99393","54.03697","54.14076","53.87672","53.83551"
"2026-01-04 04:30:00","368.3908572"
"2026-01-04 04:45:00","55.16488","54.03544","54.14686","53.85382","53.77446"
"2026-01-04 04:45:00","368.394494"
"2026-01-04 05:00:00","55.20151","54.06597","54.12397","53.88282","53.66609"
"2026-01-04 05:00:00","368.3997683"
"2026-01-04 05:15:00","55.17861","54.02476","54.17129","53.84619","53.73935"
"2026-01-04 05:15:00","368.4028595"
"2026-01-04 05:30:00","55.15419","54.02324","54.11329","53.86755","53.74698"
"2026-01-04 05:30:00","368.4026785"
"2026-01-04 05:45:00","55.15419","54.02629","54.11786","53.92555","53.74698"
"2026-01-04 05:45:00","368.3917664"
"2026-01-04 06:00:00","55.18472","54.04002","54.11176","53.85077","53.75767"
"2026-01-04 06:00:00","368.3955853"
"2026-01-04 06:15:00","55.16945","54.03239","54.09801","53.89045","53.76072"
"2026-01-04 06:15:00","368.3988591"
"2026-01-04 06:30:00","55.20303","54.07207","54.0736","53.88892","53.76682"
"2026-01-04 06:30:00","368.3879476"
"2026-01-04 06:45:00","55.17861","54.04002","54.15145","53.85535","53.72562"
"2026-01-04 06:45:00","368.385765"
"2026-01-04 07:00:00","55.20609","54.05529","54.11329","53.85382","53.7424"
"2026-01-04 07:00:00","368.4017688"
"2026-01-04 07:15:00","55.15572","54.04002","54.1026","53.8294","53.78514"
"2026-01-04 07:15:00","368.3997683"
"2026-01-04 07:30:00","55.16488","53.99728","54.11176","53.84314","53.76072"
"2026-01-04 07:30:00","368.3997683"
"2026-01-04 07:45:00","55.19083","54.00491","54.05986","53.81719","53.7363"
"2026-01-04 07:45:00","368.39213"
"2026-01-04 08:00:00","55.15114","54.02934","54.10412","53.8645","53.73477"
"2026-01-04 08:00:00","1432977.58622306"
"2026-01-04 08:00:00","368.3999504"
"2026-01-04 08:15:00","55.16488","54.0095","54.10107","53.86908","53.72409"
"2026-01-04 08:15:00","368.4035877"
"2026-01-04 08:30:00","55.18472","54.02324","54.07818","53.84924","53.71951"
"2026-01-04 08:30:00","368.3924941"
"2026-01-04 08:45:00","55.09161","54.0156","54.0736","53.85077","53.74851"
"2026-01-04 08:45:00","368.3977678"
"2026-01-04 09:00:00","55.12977","54.03849","54.09801","53.81261","53.75614"
"2026-01-04 09:00:00","368.4030421"
"2026-01-04 09:15:00","55.1313","54.0446","54.07665","53.83703","53.74088"
"2026-01-04 09:15:00","368.3937669"
"2026-01-04 09:30:00","55.15114","54.00186","54.10412","53.83551","53.71493"
"2026-01-04 09:30:00","368.3966766"
"2026-01-04 09:45:00","55.03056","53.97592","54.0736","53.84008","53.75462"
"2026-01-04 09:45:00","368.3955853"
"2026-01-04 10:00:00","55.14198","54.01865","54.07207","53.82177","53.59283"
"2026-01-04 10:00:00","368.4017688"
"2026-01-04 10:15:00","55.19693","54.0034","54.05681","53.8294","53.73019"
"2026-01-04 10:15:00","368.3928577"
"2026-01-04 10:30:00","55.15267","54.0034","54.08276","53.79887","53.69967"
"2026-01-04 10:30:00","368.3930392"
"2026-01-04 10:45:00","55.1145","53.97745","54.07665","53.8294","53.70272"
"2026-01-04 10:45:00","368.3977678"
"2026-01-04 11:00:00","55.14961","54.01865","54.09191","53.82177","53.72256"
"2026-01-04 11:00:00","368.4034057"
"2026-01-04 11:15:00","55.11145","53.97745","54.07818","53.80651","53.72409"
"2026-01-04 11:15:00","368.398677"
"2026-01-04 11:30:00","55.11603","54.01102","54.07055","53.80346","53.67677"
"2026-01-04 11:30:00","368.3835825"
"2026-01-04 11:45:00","55.10687","54.01102","54.07207","53.75767","53.72256"
"2026-01-04 11:45:00","368.3892203"
"2026-01-04 12:00:00","55.12061","54.00645","54.06597","53.81871","53.69204"
"2026-01-04 12:00:00","368.3912208"
"2026-01-04 12:15:00","55.05651","53.97897","54.09955","53.81261","53.73935"
"2026-01-04 12:15:00","368.4044969"
"2026-01-04 12:30:00","55.12061","53.9805","54.05834","53.84008","53.69815"
"2026-01-04 12:30:00","368.3924941"
"2026-01-04 12:45:00","55.09772","53.9805","54.05681","53.80651","53.71951"
"2026-01-04 12:45:00","368.3970407"
"2026-01-04 13:00:00","55.09467","53.98965","54.0736","53.81566","53.73019"
"2026-01-04 13:00:00","368.3977678"
"2026-01-04 13:15:00","55.08092","53.96218","54.05986","53.80803","53.69661"
"2026-01-04 13:15:00","368.3881291"
"2026-01-04 13:30:00","55.0794","53.96523","54.06139","53.7943","53.68746"
"2026-01-04 13:30:00","368.3859471"
"2026-01-04 13:45:00","55.06719","53.93929","54.02476","53.83398","53.71798"
"2026-01-04 13:45:00","368.3901295"
"2026-01-04 14:00:00","55.03056","53.93624","54.05376","53.80346","53.71188"
"2026-01-04 14:00:00","368.3901295"
"2026-01-04 14:15:00","55.10687","53.92708","54.0095","53.80193","53.70272"
"2026-01-04 14:15:00","368.3868563"
"2026-01-04 14:30:00","55.08092","53.94234","54.02171","53.78819","53.73019"
"2026-01-04 14:30:00","368.393949"
"2026-01-04 14:45:00","54.94509","53.94234","54.02324","53.79735","53.67525"
"2026-01-04 14:45:00","368.37885389"
"2026-01-04 15:00:00","55.0855","53.98508","54.04765","53.80803","53.68441"
"2026-01-04 15:00:00","368.3894024"
"2026-01-04 15:15:00","55.0214","53.97897","53.99271","53.83398","53.71341"
"2026-01-04 15:15:00","368.3821277"
"2026-01-04 15:30:00","55.10992","53.97592","54.02934","53.78362","53.71798"
"2026-01-04 15:30:00","368.3892203"
"2026-01-04 15:45:00","55.02293","53.95455","54.02324","53.79887","53.68593"
"2026-01-04 15:45:00","368.3808544"
"2026-01-04 16:00:00","55.03361","53.96371","53.90876","53.79735","53.60352"
"2026-01-04 16:00:00","368.3934028"
"2026-01-04 16:15:00","55.08398","53.97287","54.02629","53.78667","53.72714"
"2026-01-04 16:15:00","368.393949"
"2026-01-04 16:30:00","55.08703","53.93013","54.03086","53.77751","53.67067"
"2026-01-04 16:30:00","368.3881291"
"2026-01-04 16:45:00","55.09313","53.96066","54.06444","53.77446","53.70425"
"2026-01-04 16:45:00","368.3846738"
"2026-01-04 17:00:00","55.10992","53.96066","54.05376","53.67525","53.69356"
"2026-01-04 17:00:00","368.3937669"
"2026-01-04 17:15:00","55.07482","53.9515","54.04613","53.79582","53.72256"
"2026-01-04 17:15:00","368.3941305"
"2026-01-04 17:30:00","55.14809","53.97287","54.04765","53.77904","53.71951"
"2026-01-04 17:30:00","368.3908572"
"2026-01-04 17:45:00","55.05193","53.9515","54.04765","53.78362","53.74851"
"2026-01-04 17:45:00","368.3950402"
"2026-01-04 18:00:00","55.1084","53.98203","54.04765","53.76682","53.71341"
"2026-01-04 18:00:00","368.3908572"
"2026-01-04 18:15:00","55.18014","54.00645","54.02171","53.78362","53.70425"
"2026-01-04 18:15:00","368.4081343"
"2026-01-04 18:30:00","55.1725","53.99881","54.03697","53.75462","53.71188"
"2026-01-04 18:30:00","368.4023144"
"2026-01-04 18:45:00","55.18319","53.99881","54.08581","53.78514","53.64472"
"2026-01-04 18:45:00","368.39213"
"2026-01-04 19:00:00","55.19693","54.01713","54.07207","53.7943","53.71646"
"2026-01-04 19:00:00","368.4012231"
"2026-01-04 19:15:00","55.20456","54.01255","54.03392","53.78667","53.66151"
"2026-01-04 19:15:00","368.3959494"
"2026-01-04 19:30:00","55.18929","54.00797","54.03544","53.7363","53.62488"
"2026-01-04 19:30:00","368.4043149"
"2026-01-04 19:45:00","55.20914","53.99423","54.05834","53.7424","53.70272"
"2026-01-04 19:45:00","368.3888562"
"2026-01-04 20:00:00","55.21219","54.03544","53.99423","53.77904","53.68441"
"2026-01-04 20:00:00","368.3994047"
"2026-01-04 20:15:00","55.04734","54.02476","54.04155","53.76682","53.68593"
"2026-01-04 20:15:00","368.400496"
"2026-01-04 20:30:00","55.20914","53.97897","54.04307","53.76835","53.68746"
"2026-01-04 20:30:00","368.4072251"
"2026-01-04 20:45:00","55.1603","54.02476","54.06902","53.78667","53.73477"
"2026-01-04 20:45:00","368.4008596"
"2026-01-04 21:00:00","55.19846","54.01102","54.06749","53.78819","53.67983"
"2026-01-04 21:00:00","368.3892203"
"2026-01-04 21:15:00","55.19234","54.0034","54.08123","53.77293","53.66914"
"2026-01-04 21:15:00","368.3946761"
"2026-01-04 21:30:00","55.20151","54.01102","54.04002","53.77446","53.69356"
"2026-01-04 21:30:00","368.3946761"
"2026-01-04 21:45:00","55.05651","54.02629","54.04613","53.77141","53.65388"
"2026-01-04 21:45:00","368.37030639"
"2026-01-04 22:00:00","55.19846","53.99271","54.06292","53.77598","53.6722"
"2026-01-04 22:00:00","368.3848558"
"2026-01-04 22:15:00","55.21677","53.99728","54.04155","53.75003","53.72409"
"2026-01-04 22:15:00","368.3917664"
"2026-01-04 22:30:00","55.26866","54.02324","54.07055","53.75462","53.68441"
"2026-01-04 22:30:00","368.3935854"
"2026-01-04 22:45:00","55.09467","54.01102","54.06902","53.79735","53.68135"
"2026-01-04 22:45:00","368.3932213"
"2026-01-04 23:00:00","55.17556","53.99118","54.02171","53.78514","53.68593"
"2026-01-04 23:00:00","368.4028595"
"2026-01-04 23:15:00","55.15877","53.99271","54.05376","53.73325","53.67983"
"2026-01-04 23:15:00","368.3934028"
"2026-01-04 23:30:00","55.18929","54.02781","54.03392","53.7653","53.61725"
"2026-01-04 23:30:00","368.3946761"
"2026-01-04 23:45:00","55.1145","54.0095","54.04765","53.78056","53.70272"
"2026-01-04 23:45:00","368.3941305"
"2026-01-05 00:00:00","55.09313","54.02934","54.07055","53.77446","53.70425"
"2026-01-05 00:00:00","368.3904937"
"2026-01-05 00:15:00","55.0214","54.02171","54.10107","53.77293","53.67983"
"2026-01-05 00:15:00","368.4064974"
"2026-01-05 00:30:00","55.08855","53.9805","54.06597","53.77904","53.72409"
"2026-01-05 00:30:00","368.3930392"
"2026-01-05 00:45:00","55.15419","53.99271","54.0797","53.76987","53.6783"
"2026-01-05 00:45:00","368.3852194"
"2026-01-05 01:00:00","55.10229","53.99423","54.0507","53.77598","53.65083"
"2026-01-05 01:00:00","368.3964945"
"2026-01-05 01:15:00","55.10687","54.0095","54.04155","53.7653","53.7073"
"2026-01-05 01:15:00","368.3910387"
"2026-01-05 01:30:00","55.09313","53.99576","54.01865","53.73325","53.67983"
"2026-01-05 01:30:00","368.3886752"
"2026-01-05 01:45:00","55.13893","53.96066","54.06749","53.7653","53.67372"
"2026-01-05 01:45:00","368.3919479"
"2026-01-05 02:00:00","55.06566","53.94539","54.0156","53.78514","53.66609"
"2026-01-05 02:00:00","368.393949"
"2026-01-05 02:15:00","55.05956","53.9225","54.00797","53.75462","53.67372"
"2026-01-05 02:15:00","368.383764"
"2026-01-05 02:30:00","55.0794","53.96218","54.0156","53.76377","53.68135"
"2026-01-05 02:30:00","368.3888562"
"2026-01-05 02:45:00","55.03666","53.96828","54.04155","53.78209","53.69051"
"2026-01-05 02:45:00","368.3932213"
"2026-01-05 03:00:00","55.06872","53.93624","54.03086","53.76377","53.66151"
"2026-01-05 03:00:00","368.3886752"
"2026-01-05 03:15:00","55.07635","54.00034","53.99423","53.75767","53.68898"
"2026-01-05 03:15:00","368.385583"
"2026-01-05 03:30:00","55.10382","53.94844","54.02629","53.77446","53.67067"
"2026-01-05 03:30:00","368.3844923"
"2026-01-05 03:45:00","55.00462","53.94234","54.01408","53.77751","53.65694"
"2026-01-05 03:45:00","368.37503557"
"2026-01-05 04:00:00","54.97714","53.9225","53.98355","53.71493","53.65541"
"2026-01-05 04:00:00","368.37867238"
"2026-01-05 04:15:00","55.06108","53.9576","53.99728","53.7424","53.67067"
"2026-01-05 04:15:00","368.37521653"
"2026-01-05 04:30:00","55.03666","53.97439","54.02018","53.75767","53.64625"
"2026-01-05 04:30:00","368.37448939"
"2026-01-05 04:45:00","55.08398","53.91334","54.00186","53.73477","53.71341"
"2026-01-05 04:45:00","368.37558065"
"2026-01-05 05:00:00","55.04888","53.91639","54.03544","53.7653","53.66457"
"2026-01-05 05:00:00","368.36721521"
"2026-01-05 05:15:00","55.03514","53.9576","54.0156","53.77446","53.63862"
"2026-01-05 05:15:00","368.3823097"
"2026-01-05 05:30:00","55.06261","53.9225","53.99423","53.75614","53.64931"
"2026-01-05 05:30:00","368.37976309"
"2026-01-05 05:45:00","55.01072","53.90113","53.91334","53.74698","53.66762"
"2026-01-05 05:45:00","368.3801272"
"2026-01-05 06:00:00","55.00767","53.8935","54.02324","53.73935","53.64931"
"2026-01-05 06:00:00","368.3826733"
"2026-01-05 06:15:00","55.01835","53.85687","53.97897","53.73325","53.6432"
"2026-01-05 06:15:00","368.37867238"
"2026-01-05 06:30:00","55.02903","53.90571","53.99576","53.74088","53.63557"
"2026-01-05 06:30:00","368.37412581"
"2026-01-05 06:45:00","54.99241","53.94081","54.01255","53.72867","53.6142"
"2026-01-05 06:45:00","368.3835825"
"2026-01-05 07:00:00","55.02293","53.92403","53.98508","53.74851","53.66914"
"2026-01-05 07:00:00","368.3823097"
"2026-01-05 07:15:00","55.01072","53.91945","53.97897","53.72409","53.66914"
"2026-01-05 07:15:00","368.3801272"
"2026-01-05 07:30:00","55.04124","53.8996","53.98355","53.78514","53.67525"
"2026-01-05 07:30:00","368.37721754"
"2026-01-05 07:45:00","55.00004","53.88282","53.96676","53.74851","53.66457"
"2026-01-05 07:45:00","368.37667191"
"2026-01-05 08:00:00","55.05193","53.8996","53.98203","53.74545","53.65388"
"2026-01-05 08:00:00","1445740.68588649"
"2026-01-05 08:00:00","368.37558065"
"2026-01-05 08:15:00","54.99546","53.90266","53.96371","53.71188","53.63557"
"2026-01-05 08:15:00","368.37212535"
"2026-01-05 08:30:00","55.01682","53.91029","53.95303","53.75308","53.63251"
"2026-01-05 08:30:00","368.37285249"
"2026-01-05 08:45:00","54.99088","53.90266","53.99118","53.75767","53.63099"
"2026-01-05 08:45:00","368.3801272"
"2026-01-05 09:00:00","55.03819","53.87518","53.96523","53.70883","53.62641"
"2026-01-05 09:00:00","368.37776317"
"2026-01-05 09:15:00","55.05803","53.92403","53.94692","53.72714","53.66914"
"2026-01-05 09:15:00","368.37885389"
"2026-01-05 09:30:00","55.0153","53.86603","53.93776","53.72256","53.65388"
"2026-01-05 09:30:00","368.36575983"
"2026-01-05 09:45:00","54.9863","53.92403","53.9805","53.7363","53.64625"
"2026-01-05 09:45:00","368.37157972"
"2026-01-05 10:00:00","55.03514","53.8874","53.95455","53.70272","53.64472"
"2026-01-05 10:00:00","368.37867238"
"2026-01-05 10:15:00","54.98325","53.89503","53.97287","53.64014","53.63709"
"2026-01-05 10:15:00","368.37176123"
"2026-01-05 10:30:00","54.96188","53.87672","53.8874","53.71035","53.55467"
"2026-01-05 10:30:00","368.37849031"
"2026-01-05 10:45:00","54.92219","53.82483","53.9286","53.71646","53.65236"
"2026-01-05 10:45:00","368.37521653"
"2026-01-05 11:00:00","54.95425","53.85992","53.92708","53.71951","53.64625"
"2026-01-05 11:00:00","368.37958213"
"2026-01-05 11:15:00","54.87488","53.84466","53.9286","53.68746","53.62641"
"2026-01-05 11:15:00","368.37521653"
"2026-01-05 11:30:00","54.96798","53.74088","53.96523","53.71646","53.57146"
"2026-01-05 11:30:00","368.3810364"
"2026-01-05 11:45:00","54.97714","53.83093","53.94387","53.70578","53.64167"
"2026-01-05 11:45:00","368.37739906"
"2026-01-05 12:00:00","54.97714","53.84008","53.9286","53.72714","53.59741"
"2026-01-05 12:00:00","368.37648985"
"2026-01-05 12:15:00","54.95578","53.87213","53.94997","53.71188","53.62336"
"2026-01-05 12:15:00","368.3812185"
"2026-01-05 12:30:00","54.98172","53.8584","53.9576","53.71646","53.61115"
"2026-01-05 12:30:00","368.3875834"
"2026-01-05 12:45:00","54.97562","53.8645","53.92403","53.73325","53.63099"
"2026-01-05 12:45:00","368.37867238"
"2026-01-05 13:00:00","54.98172","53.85382","53.90113","53.71341","53.61878"
"2026-01-05 13:00:00","368.3817641"
"2026-01-05 13:15:00","54.96035","53.84466","53.9225","53.66457","53.64014"
"2026-01-05 13:15:00","368.3852194"
"2026-01-05 13:30:00","55.0275","53.84924","53.9576","53.74393","53.59283"
"2026-01-05 13:30:00","368.37794468"
"2026-01-05 13:45:00","54.9863","53.87366","53.94997","53.67372","53.59741"
"2026-01-05 13:45:00","368.3826733"
"2026-01-05 14:00:00","54.97562","53.87824","53.94539","53.72256","53.63404"
"2026-01-05 14:00:00","368.37794468"
"2026-01-05 14:15:00","54.98019","53.82788","53.93624","53.6783","53.60962"
"2026-01-05 14:15:00","368.37794468"
"2026-01-05 14:30:00","55.00614","53.89045","53.92555","53.68441","53.62488"
"2026-01-05 14:30:00","368.3830369"
"2026-01-05 14:45:00","54.98172","53.85077","53.93166","53.67983","53.54857"
"2026-01-05 14:45:00","368.3823097"
"2026-01-05 15:00:00","54.95883","53.85077","53.94539","53.71493","53.62946"
"2026-01-05 15:00:00","368.3830369"
"2026-01-05 15:15:00","54.94662","53.84314","53.8935","53.70883","53.56689"
"2026-01-05 15:15:00","368.3843096"
"2026-01-05 15:30:00","54.98019","53.82177","53.93166","53.67677","53.56994"
"2026-01-05 15:30:00","368.3808544"
"2026-01-05 15:45:00","54.85352","53.82634","53.96066","53.68593","53.60352"
"2026-01-05 15:45:00","368.37958213"
"2026-01-05 16:00:00","54.92067","53.8004","53.90113","53.67983","53.57299"
"2026-01-05 16:00:00","368.3854009"
"2026-01-05 16:15:00","54.95272","53.83398","53.89808","53.66304","53.57605"
"2026-01-05 16:15:00","368.37721754"
"2026-01-05 16:30:00","54.98325","53.83245","53.93776","53.71035","53.59283"
"2026-01-05 16:30:00","368.3852194"
"2026-01-05 16:45:00","54.96951","53.82483","53.88587","53.67525","53.61115"
"2026-01-05 16:45:00","368.3835825"
"2026-01-05 17:00:00","54.97409","53.84466","53.87213","53.66457","53.6081"
"2026-01-05 17:00:00","368.3848558"
"2026-01-05 17:15:00","54.98325","53.82024","53.93319","53.68593","53.57146"
"2026-01-05 17:15:00","368.3844923"
"2026-01-05 17:30:00","54.96646","53.80651","53.9225","53.69967","53.56689"
"2026-01-05 17:30:00","368.3954038"
"2026-01-05 17:45:00","55.00156","53.86145","53.93166","53.68898","53.48905"
"2026-01-05 17:45:00","368.4070425"
"2026-01-05 18:00:00","55.00156","53.87824","53.94692","53.68593","53.60199"
"2026-01-05 18:00:00","368.3934028"
"2026-01-05 18:15:00","54.99546","53.82788","53.92555","53.66914","53.58978"
"2026-01-05 18:15:00","368.3950402"
"2026-01-05 18:30:00","55.00767","53.87824","53.93929","53.7012","53.62336"
"2026-01-05 18:30:00","368.37321661"
"2026-01-05 18:45:00","54.96646","53.84772","53.94997","53.67677","53.59589"
"2026-01-05 18:45:00","368.4037692"
"2026-01-05 19:00:00","55.01987","53.88435","53.94539","53.69356","53.61878"
"2026-01-05 19:00:00","368.3884926"
"2026-01-05 19:15:00","54.84283","53.86145","53.95913","53.62488","53.61573"
"2026-01-05 19:15:00","368.3912208"
"2026-01-05 19:30:00","55.00767","53.87061","53.90266","53.63404","53.58368"
"2026-01-05 19:30:00","368.3946761"
"2026-01-05 19:45:00","55.01377","53.8584","53.92708","53.67677","53.59436"
"2026-01-05 19:45:00","368.3854009"
"2026-01-05 20:00:00","55.00309","53.84619","53.90724","53.69204","53.60046"
"2026-01-05 20:00:00","368.3903116"
"2026-01-05 20:15:00","54.97104","53.85687","53.94387","53.68593","53.57757"
"2026-01-05 20:15:00","368.3941305"
"2026-01-05 20:30:00","54.96798","53.87213","53.9576","53.6951","53.5791"
"2026-01-05 20:30:00","368.3959494"
"2026-01-05 20:45:00","54.90236","53.83703","53.92708","53.67372","53.60505"
"2026-01-05 20:45:00","368.39213"
"2026-01-05 21:00:00","55.00309","53.87213","53.91792","53.62336","53.59894"
"2026-01-05 21:00:00","368.3999504"
"2026-01-05 21:15:00","54.78484","53.83245","53.94692","53.64777","53.58368"
"2026-01-05 21:15:00","368.3941305"
"2026-01-05 21:30:00","55.01987","53.78514","53.90113","53.68288","53.56384"
"2026-01-05 21:30:00","368.3924941"
"2026-01-05 21:45:00","55.00919","53.85382","53.91792","53.66304","53.5852"
"2026-01-05 21:45:00","368.393949"
"2026-01-05 22:00:00","54.91914","53.84772","53.88892","53.65541","53.60657"
"2026-01-05 22:00:00","368.3854009"
"2026-01-05 22:15:00","54.94814","53.87213","53.86908","53.66609","53.58215"
"2026-01-05 22:15:00","368.3926756"
"2026-01-05 22:30:00","54.97867","53.82177","53.88129","53.57605","53.5913"
"2026-01-05 22:30:00","368.37776317"
"2026-01-05 22:45:00","54.96951","53.79277","53.93776","53.66304","53.56841"
"2026-01-05 22:45:00","368.3866742"
"2026-01-05 23:00:00","54.89472","53.84924","53.88129","53.67372","53.56536"
"2026-01-05 23:00:00","368.3886752"
"2026-01-05 23:15:00","54.8932","53.77598","53.8935","53.65846","53.5852"
"2026-01-05 23:15:00","368.383764"
"2026-01-05 23:30:00","54.91914","53.81566","53.88129","53.6722","53.42342"
"2026-01-05 23:30:00","368.3930392"
"2026-01-05 23:45:00","54.91609","53.84314","53.91487","53.60505","53.5913"
"2026-01-05 23:45:00","368.3915844"
"2026-01-06 00:00:00","54.94509","53.80193","53.90724","53.66762","53.56994"
"2026-01-06 00:00:00","368.3870378"
"2026-01-06 00:15:00","54.90998","53.81566","53.90266","53.67983","53.55926"
"2026-01-06 00:15:00","368.3894024"
"2026-01-06 00:30:00","54.93288","53.81261","53.8935","53.63709","53.54247"
"2026-01-06 00:30:00","368.3992227"
"2026-01-06 00:45:00","54.95883","53.84466","53.89503","53.65236","53.54094"
"2026-01-06 00:45:00","368.3859471"
"2026-01-06 01:00:00","54.92525","53.80498","53.87366","53.6432","53.59283"
"2026-01-06 01:00:00","368.3846738"
"2026-01-06 01:15:00","54.92678","53.83398","53.89503","53.66457","53.60046"
"2026-01-06 01:15:00","368.3874014"
"2026-01-06 01:30:00","54.94509","53.80193","53.86603","53.67983","53.55467"
"2026-01-06 01:30:00","368.39213"
"2026-01-06 01:45:00","54.92525","53.83551","53.86603","53.66609","53.54857"
"2026-01-06 01:45:00","368.3872199"
"2026-01-06 02:00:00","54.91151","53.79582","53.87824","53.65541","53.6081"
"2026-01-06 02:00:00","368.3919479"
"2026-01-06 02:15:00","54.81383","53.85535","53.89198","53.67677","53.61878"
"2026-01-06 02:15:00","368.39213"
"2026-01-06 02:30:00","54.95119","53.81414","53.89045","53.66914","53.58215"
"2026-01-06 02:30:00","368.396313"
"2026-01-06 02:45:00","54.91761","53.80346","53.90266","53.65236","53.57146"
"2026-01-06 02:45:00","368.3984955"
"2026-01-06 03:00:00","54.91914","53.79124","53.89198","53.63709","53.56231"
"2026-01-06 03:00:00","368.37667191"
"2026-01-06 03:15:00","54.90693","53.78514","53.88282","53.60199","53.51652"
"2026-01-06 03:15:00","368.3919479"
"2026-01-06 03:30:00","54.93288","53.79124","53.85229","53.67372","53.56231"
"2026-01-06 03:30:00","368.3806728"
"2026-01-06 03:45:00","54.90541","53.82788","53.90419","53.65846","53.5913"
"2026-01-06 03:45:00","368.37594422"
"2026-01-06 04:00:00","54.98019","53.82329","53.83703","53.69051","53.58368"
"2026-01-06 04:00:00","368.3935854"
"2026-01-06 04:15:00","54.93898","53.78972","53.89503","53.63557","53.58825"
"2026-01-06 04:15:00","368.3864922"
"2026-01-06 04:30:00","54.92678","53.77904","53.88129","53.65694","53.5501"
"2026-01-06 04:30:00","368.3934028"
"2026-01-06 04:45:00","54.88557","53.79124","53.87518","53.63862","53.3639"
"2026-01-06 04:45:00","368.37939952"
"2026-01-06 05:00:00","54.92525","53.78514","53.86755","53.63099","53.55162"
"2026-01-06 05:00:00","368.3917664"
"2026-01-06 05:15:00","54.83062","53.80346","53.89045","53.60505","53.52721"
"2026-01-06 05:15:00","368.400496"
