DateTimeUTC,temp_01ft,temp_05ft,temp_10ft,temp_40ft,temp_70ft
"2025-12-25 05:30:00","368.3946761"
"2025-12-25 05:45:00","56.32635","55.19234","55.2595","54.71157","53.75308"
"2025-12-25 05:45:00","368.3919479"
"2025-12-25 06:00:00","56.36298","55.20151","55.27019","54.71005","53.75156"
"2025-12-25 06:00:00","368.4001319"
"2025-12-25 06:15:00","56.35077","55.1725","55.30223","54.73599","53.8004"
"2025-12-25 06:15:00","368.4070425"
"2025-12-25 06:30:00","56.32941","55.20914","55.27324","54.84893","53.79124"
"2025-12-25 06:30:00","368.3864922"
"2025-12-25 06:45:00","56.32025","55.16335","55.2534","54.8413","53.79735"
"2025-12-25 06:45:00","368.3995868"
"2025-12-25 07:00:00","56.34314","55.20303","55.30071","54.83215","53.84619"
"2025-12-25 07:00:00","368.3881291"
"2025-12-25 07:15:00","56.32178","55.19693","55.26408","54.88251","53.62793"
"2025-12-25 07:15:00","368.3863107"
"2025-12-25 07:30:00","56.31567","55.12061","55.25492","54.86115","53.78667"
"2025-12-25 07:30:00","368.3961309"
"2025-12-25 07:45:00","56.30956","55.17403","55.24881","54.88404","53.82177"
"2025-12-25 07:45:00","368.3917664"
"2025-12-25 08:00:00","56.34772","55.1725","55.25492","54.89014","53.83703"
"2025-12-25 08:00:00","1375054.25251824"
"2025-12-25 08:00:00","368.3975858"
"2025-12-25 08:15:00","56.32025","55.18624","55.24576","54.89777","53.82329"
"2025-12-25 08:15:00","368.3959494"
"2025-12-25 08:30:00","56.32483","55.17098","55.21982","54.93746","53.83245"
"2025-12-25 08:30:00","368.3890388"
"2025-12-25 08:45:00","56.32635","55.05803","55.24424","54.92067","53.82024"
"2025-12-25 08:45:00","368.3961309"
"2025-12-25 09:00:00","56.27293","55.15572","55.23661","54.91304","53.75919"
"2025-12-25 09:00:00","368.3948582"
"2025-12-25 09:15:00","56.32025","55.17556","55.25492","54.89472","53.80346"
"2025-12-25 09:15:00","368.3906752"
"2025-12-25 09:30:00","56.31414","55.15114","55.23661","54.8062","53.80498"
"2025-12-25 09:30:00","368.3992227"
"2025-12-25 09:45:00","56.29736","55.12825","55.20151","54.82299","53.80498"
"2025-12-25 09:45:00","368.3884926"
"2025-12-25 10:00:00","56.26377","55.14656","55.2305","54.80773","53.81261"
"2025-12-25 10:00:00","368.3877655"
"2025-12-25 10:15:00","56.13251","55.15877","55.23813","54.81078","53.80956"
"2025-12-25 10:15:00","368.3952217"
"2025-12-25 10:30:00","56.26072","55.12825","55.24576","54.73294","53.79735"
"2025-12-25 10:30:00","368.3943125"
"2025-12-25 10:45:00","56.12336","55.16182","55.23966","54.67647","53.81719"
"2025-12-25 10:45:00","368.3868563"
"2025-12-25 11:00:00","56.25157","55.08092","55.21219","54.36054","53.81566"
"2025-12-25 11:00:00","368.3974043"
"2025-12-25 11:15:00","56.26377","55.14045","55.21524","54.41701","53.71493"
"2025-12-25 11:15:00","368.3906752"
"2025-12-25 11:30:00","56.23935","55.0855","55.19234","54.31017","53.73477"
"2025-12-25 11:30:00","368.4017688"
"2025-12-25 11:45:00","56.24088","55.13893","55.17403","54.1545","53.68441"
"2025-12-25 11:45:00","368.3895839"
"2025-12-25 12:00:00","56.23935","55.0855","55.18624","54.15297","53.61725"
"2025-12-25 12:00:00","368.385583"
"2025-12-25 12:15:00","56.21646","55.06261","55.12519","54.14991","53.63557"
"2025-12-25 12:15:00","368.3926756"
"2025-12-25 12:30:00","56.21494","55.04734","55.10687","54.05986","53.68135"
"2025-12-25 12:30:00","368.3915844"
"2025-12-25 12:45:00","56.19357","55.02445","55.1374","54.13465","53.65541"
"2025-12-25 12:45:00","368.3881291"
"2025-12-25 13:00:00","56.19204","55.0153","55.10535","54.11023","53.62946"
"2025-12-25 13:00:00","368.3937669"
"2025-12-25 13:15:00","55.99667","55.05498","55.1145","54.12855","53.64777"
"2025-12-25 13:15:00","368.3932213"
"2025-12-25 13:30:00","56.19204","55.04429","54.99393","54.16671","53.74393"
"2025-12-25 13:30:00","368.3988591"
"2025-12-25 13:45:00","56.18288","55.03209","55.12671","54.27964","53.7424"
"2025-12-25 13:45:00","368.3859471"
"2025-12-25 14:00:00","56.12641","55.04429","54.98019","54.34222","53.65999"
"2025-12-25 14:00:00","368.3819456"
"2025-12-25 14:15:00","56.10809","54.99241","55.13893","54.33154","53.73019"
"2025-12-25 14:15:00","368.393949"
"2025-12-25 14:30:00","56.15541","55.00156","55.1084","54.25523","53.74088"
"2025-12-25 14:30:00","368.3915844"
"2025-12-25 14:45:00","56.10962","54.98172","55.01682","54.60779","53.69967"
"2025-12-25 14:45:00","368.3941305"
"2025-12-25 15:00:00","56.11572","54.97409","55.03666","54.54369","53.78209"
"2025-12-25 15:00:00","368.37157972"
"2025-12-25 15:15:00","56.11115","54.98782","55.04888","54.72531","53.77446"
"2025-12-25 15:15:00","368.3935854"
"2025-12-25 15:30:00","56.12641","54.96798","55.05956","54.79705","53.77293"
"2025-12-25 15:30:00","368.3859471"
"2025-12-25 15:45:00","56.10046","54.96951","55.06414","54.76347","53.87977"
"2025-12-25 15:45:00","368.3843096"
"2025-12-25 16:00:00","56.10809","54.96951","55.01987","54.78331","53.89503"
"2025-12-25 16:00:00","368.37867238"
"2025-12-25 16:15:00","56.10809","54.97714","55.00767","54.77415","53.95455"
"2025-12-25 16:15:00","368.3946761"
"2025-12-25 16:30:00","56.08062","54.93898","55.03666","54.78026","53.96371"
"2025-12-25 16:30:00","368.3895839"
"2025-12-25 16:45:00","56.07146","54.97104","55.0153","54.76499","54.09039"
"2025-12-25 16:45:00","368.39213"
"2025-12-25 17:00:00","56.09741","54.96341","54.92373","54.77415","54.22623"
"2025-12-25 17:00:00","368.394494"
"2025-12-25 17:15:00","56.1142","54.98325","55.02598","54.77873","54.55743"
"2025-12-25 17:15:00","368.3894024"
"2025-12-25 17:30:00","56.10657","54.94967","55.04124","54.77415","54.60932"
"2025-12-25 17:30:00","368.3959494"
"2025-12-25 17:45:00","56.10657","54.9573","55.03514","54.77567","54.50401"
"2025-12-25 17:45:00","368.4154084"
"2025-12-25 18:00:00","56.09131","54.98325","54.94814","54.79247","54.61848"
"2025-12-25 18:00:00","368.4128623"
"2025-12-25 18:15:00","56.15541","54.98477","55.0504","54.78026","54.65357"
"2025-12-25 18:15:00","368.415772"
"2025-12-25 18:30:00","56.14778","54.97256","55.02598","54.76194","54.649"
"2025-12-25 18:30:00","368.4090435"
"2025-12-25 18:45:00","56.12183","55.01072","54.97867","54.78789","54.61848"
"2025-12-25 18:45:00","368.4146807"
"2025-12-25 19:00:00","56.15693","54.99546","55.02903","54.77415","54.66731"
"2025-12-25 19:00:00","368.4234103"
"2025-12-25 19:15:00","56.12183","55.00614","55.05193","54.75584","54.63068"
"2025-12-25 19:15:00","368.4245021"
"2025-12-25 19:30:00","56.16763","54.9863","55.06566","54.76194","54.43075"
"2025-12-25 19:30:00","368.4259569"
"2025-12-25 19:45:00","56.12641","55.01682","55.02293","54.77567","54.42617"
"2025-12-25 19:45:00","368.4172274"
"2025-12-25 20:00:00","56.08367","54.95883","55.03666","54.80162","54.42007"
"2025-12-25 20:00:00","368.4154084"
"2025-12-25 20:15:00","56.11115","54.97562","55.01225","54.79857","54.50248"
"2025-12-25 20:15:00","368.4163182"
"2025-12-25 20:30:00","56.08062","54.94662","55.03056","54.75736","54.49027"
"2025-12-25 20:30:00","368.4032241"
"2025-12-25 20:45:00","56.08825","54.93898","55.02903","54.77721","54.54674"
"2025-12-25 20:45:00","368.3881291"
"2025-12-25 21:00:00","56.12031","54.92983","54.9863","54.78789","54.591"
"2025-12-25 21:00:00","368.3995868"
"2025-12-25 21:15:00","56.10352","54.94509","54.99088","54.80773","54.60779"
"2025-12-25 21:15:00","368.4084978"
"2025-12-25 21:30:00","56.0852","54.97104","55.04277","54.78484","54.54522"
"2025-12-25 21:30:00","368.4050425"
"2025-12-25 21:45:00","56.10504","54.93135","55.02445","54.72073","54.55285"
"2025-12-25 21:45:00","368.4034057"
"2025-12-25 22:00:00","56.11115","54.94967","55.03514","54.76804","54.58947"
"2025-12-25 22:00:00","368.3959494"
"2025-12-25 22:15:00","56.06841","54.96341","54.98325","54.80162","54.37733"
"2025-12-25 22:15:00","368.4015872"
"2025-12-25 22:30:00","56.08825","54.95425","55.00309","54.75889","54.05376"
"2025-12-25 22:30:00","368.3903116"
"2025-12-25 22:45:00","56.06231","54.94051","54.97867","54.81689","54.01408"
"2025-12-25 22:45:00","368.4068609"
"2025-12-25 23:00:00","56.07299","54.90693","55.01225","54.76652","54.05376"
"2025-12-25 23:00:00","368.3970407"
"2025-12-25 23:15:00","56.0852","54.91761","55.0153","54.76347","54.03086"
"2025-12-25 23:15:00","368.3954038"
"2025-12-25 23:30:00","56.04246","54.94356","55.01835","54.74057","54.08581"
"2025-12-25 23:30:00","368.3843096"
"2025-12-25 23:45:00","56.06078","54.91304","54.96493","54.73447","54.04307"
"2025-12-25 23:45:00","368.3932213"
"2025-12-26 00:00:00","56.02415","54.85352","54.97867","54.76347","54.0034"
"2025-12-26 00:00:00","368.3961309"
"2025-12-26 00:15:00","56.01652","54.91761","54.98019","54.75584","54.00034"
"2025-12-26 00:15:00","368.3961309"
"2025-12-26 00:30:00","56.0562","54.90693","54.9863","54.78178","54.0095"
"2025-12-26 00:30:00","368.36357786"
"2025-12-26 00:45:00","55.92495","54.91456","54.97867","54.75278","53.99423"
"2025-12-26 00:45:00","368.3804908"
"2025-12-26 01:00:00","56.01957","54.91456","54.98477","54.75126","53.91487"
"2025-12-26 01:00:00","368.3906752"
"2025-12-26 01:15:00","56.03636","54.90388","54.97256","54.75278","53.91029"
"2025-12-26 01:15:00","368.3928577"
"2025-12-26 01:30:00","56.03331","54.90236","55.01072","54.75126","53.87366"
"2025-12-26 01:30:00","368.3803093"
"2025-12-26 01:45:00","56.01805","54.87641","54.97714","54.71463","53.8645"
"2025-12-26 01:45:00","368.3839461"
"2025-12-26 02:00:00","55.98752","54.87794","54.95578","54.71768","53.88282"
"2025-12-26 02:00:00","368.3915844"
"2025-12-26 02:15:00","55.99362","54.86115","54.93898","54.71615","53.88282"
"2025-12-26 02:15:00","368.3814005"
"2025-12-26 02:30:00","55.99362","54.87794","54.97562","54.72989","53.84314"
"2025-12-26 02:30:00","368.3832189"
"2025-12-26 02:45:00","55.98447","54.88709","54.96035","54.72226","53.92097"
"2025-12-26 02:45:00","368.3823097"
"2025-12-26 03:00:00","55.95547","54.87183","54.97867","54.77721","53.83703"
"2025-12-26 03:00:00","368.3910387"
"2025-12-26 03:15:00","56.00126","54.87641","54.96798","54.70547","53.87061"
"2025-12-26 03:15:00","368.3817641"
"2025-12-26 03:30:00","55.99057","54.87641","54.96646","54.72379","53.85382"
"2025-12-26 03:30:00","368.3844923"
"2025-12-26 03:45:00","56.02262","54.88404","54.94662","54.69173","53.87977"
"2025-12-26 03:45:00","368.3932213"
"2025-12-26 04:00:00","56.02262","54.86572","54.96188","54.68258","53.89655"
"2025-12-26 04:00:00","368.3830369"
"2025-12-26 04:15:00","55.99973","54.8642","54.97256","54.65052","53.94692"
"2025-12-26 04:15:00","368.3870378"
"2025-12-26 04:30:00","56.03331","54.78331","54.95119","54.68868","53.87977"
"2025-12-26 04:30:00","368.3823097"
"2025-12-26 04:45:00","55.98447","54.86267","54.93593","54.67495","53.90113"
"2025-12-26 04:45:00","368.3952217"
"2025-12-26 05:00:00","55.99667","54.86572","54.96493","54.69631","53.86755"
"2025-12-26 05:00:00","368.3915844"
"2025-12-26 05:15:00","55.98141","54.85962","54.93288","54.69479","53.84314"
"2025-12-26 05:15:00","368.37921746"
"2025-12-26 05:30:00","55.97836","54.83825","54.94967","54.67036","53.86145"
"2025-12-26 05:30:00","368.37958213"
"2025-12-26 05:45:00","55.96921","54.8413","54.95119","54.6841","53.85535"
"2025-12-26 05:45:00","368.3908572"
"2025-12-26 06:00:00","55.97378","54.8291","54.93746","54.73447","53.8874"
"2025-12-26 06:00:00","368.3928577"
"2025-12-26 06:15:00","55.94479","54.83215","54.90846","54.63526","53.88282"
"2025-12-26 06:15:00","368.3955853"
"2025-12-26 06:30:00","55.98141","54.83673","54.93288","54.65052","53.91182"
"2025-12-26 06:30:00","368.3850373"
"2025-12-26 06:45:00","55.9631","54.8062","54.8993","54.66884","53.95303"
"2025-12-26 06:45:00","368.37667191"
"2025-12-26 07:00:00","55.94479","54.8413","54.9283","54.66121","53.97439"
"2025-12-26 07:00:00","368.3801272"
"2025-12-26 07:15:00","55.94937","54.83673","54.91151","54.61848","53.93776"
"2025-12-26 07:15:00","368.3799457"
"2025-12-26 07:30:00","55.97226","54.84588","54.81078","54.65968","54.0095"
"2025-12-26 07:30:00","368.3863107"
"2025-12-26 07:45:00","55.93105","54.77262","54.87031","54.649","54.12702"
"2025-12-26 07:45:00","368.3804908"
"2025-12-26 08:00:00","55.95395","54.8001","54.86725","54.63221","54.07513"
"2025-12-26 08:00:00","1385269.83418417"
"2025-12-26 08:00:00","368.37794468"
"2025-12-26 08:15:00","55.95089","54.79552","54.89472","54.649","54.06902"
"2025-12-26 08:15:00","368.37903595"
"2025-12-26 08:30:00","55.91731","54.78789","54.88251","54.62916","54.22318"
"2025-12-26 08:30:00","368.37776317"
"2025-12-26 08:45:00","55.94937","54.82299","54.87031","54.62611","54.33765"
"2025-12-26 08:45:00","368.3817641"
"2025-12-26 09:00:00","55.87763","54.75584","54.84436","54.64594","54.40022"
"2025-12-26 09:00:00","368.3841287"
"2025-12-26 09:15:00","55.89747","54.78484","54.88709","54.58947","54.4689"
"2025-12-26 09:15:00","368.3812185"
"2025-12-26 09:30:00","55.90816","54.78636","54.88099","54.62","54.47959"
"2025-12-26 09:30:00","368.3832189"
"2025-12-26 09:45:00","55.90663","54.76499","54.84741","54.62611","54.50553"
"2025-12-26 09:45:00","368.37867238"
"2025-12-26 10:00:00","55.92647","54.80773","54.87794","54.62305","54.49638"
"2025-12-26 10:00:00","368.3846738"
"2025-12-26 10:15:00","55.88679","54.79705","54.8642","54.60627","54.50095"
"2025-12-26 10:15:00","368.3799457"
"2025-12-26 10:30:00","55.90205","54.74821","54.85046","54.58337","54.475"
"2025-12-26 10:30:00","368.3799457"
"2025-12-26 10:45:00","55.88068","54.74667","54.8352","54.54369","54.4689"
"2025-12-26 10:45:00","368.37758111"
"2025-12-26 11:00:00","55.88526","54.72684","54.83978","54.5849","54.45822"
"2025-12-26 11:00:00","368.3808544"
"2025-12-26 11:15:00","55.8349","54.74362","54.82757","54.60627","54.49638"
"2025-12-26 11:15:00","368.36994283"
"2025-12-26 11:30:00","55.87152","54.74973","54.8413","54.60015","54.47959"
"2025-12-26 11:30:00","368.3841287"
"2025-12-26 11:45:00","55.83948","54.73294","54.82146","54.57269","54.45669"
"2025-12-26 11:45:00","368.3846738"
"2025-12-26 12:00:00","55.83337","54.7421","54.82299","54.57421","54.46432"
"2025-12-26 12:00:00","368.3823097"
"2025-12-26 12:15:00","55.85168","54.75126","54.80468","54.54674","54.39869"
"2025-12-26 12:15:00","368.3814005"
"2025-12-26 12:30:00","55.85168","54.73294","54.80162","54.56811","54.36969"
"2025-12-26 12:30:00","368.3832189"
"2025-12-26 12:45:00","55.85168","54.73141","54.80773","54.56048","54.37275"
"2025-12-26 12:45:00","368.37794468"
"2025-12-26 13:00:00","55.8181","54.69784","54.8001","54.59253","54.41396"
"2025-12-26 13:00:00","368.381582"
"2025-12-26 13:15:00","55.82269","54.71157","54.77567","54.53758","54.37428"
"2025-12-26 13:15:00","368.37903595"
"2025-12-26 13:30:00","55.80895","54.68105","54.76652","54.54522","54.38954"
"2025-12-26 13:30:00","368.3808544"
"2025-12-26 13:45:00","55.81505","54.60169","54.79247","54.5269","54.36512"
"2025-12-26 13:45:00","368.37358019"
"2025-12-26 14:00:00","55.79369","54.68563","54.73752","54.52843","54.33307"
"2025-12-26 14:00:00","368.3806728"
"2025-12-26 14:15:00","55.79521","54.66579","54.77873","54.51774","54.32543"
"2025-12-26 14:15:00","368.3835825"
"2025-12-26 14:30:00","55.82421","54.70852","54.74821","54.49638","54.29948"
"2025-12-26 14:30:00","368.3835825"
"2025-12-26 14:45:00","55.80132","54.68105","54.74667","54.51469","54.32391"
"2025-12-26 14:45:00","368.3808544"
"2025-12-26 15:00:00","55.82421","54.68258","54.81078","54.53758","54.29797"
"2025-12-26 15:00:00","368.37903595"
"2025-12-26 15:15:00","55.78148","54.68715","54.76652","54.5498","54.32543"
"2025-12-26 15:15:00","368.3877655"
"2025-12-26 15:30:00","55.87611","54.6902","54.76804","54.4979","54.1896"
"2025-12-26 15:30:00","368.3834004"
"2025-12-26 15:45:00","55.82574","54.69631","54.75584","54.49332","54.24455"
"2025-12-26 15:45:00","368.37230741"
"2025-12-26 16:00:00","55.79674","54.66121","54.74057","54.50706","54.20639"
"2025-12-26 16:00:00","368.3824912"
"2025-12-26 16:15:00","55.75553","54.69631","54.7421","54.50706","54.17281"
"2025-12-26 16:15:00","368.37939952"
"2025-12-26 16:30:00","55.80285","54.65205","54.74973","54.47195","54.16213"
"2025-12-26 16:30:00","368.3846738"
"2025-12-26 16:45:00","55.73722","54.63374","54.73141","54.47348","54.11786"
"2025-12-26 16:45:00","368.36539626"
"2025-12-26 17:00:00","55.8181","54.65663","54.7421","54.50706","54.22623"
"2025-12-26 17:00:00","368.4023144"
"2025-12-26 17:15:00","55.66853","54.64289","54.74973","54.50706","54.22165"
"2025-12-26 17:15:00","368.400496"
"2025-12-26 17:30:00","55.80285","54.64594","54.71463","54.47195","54.14381"
"2025-12-26 17:30:00","368.4188637"
"2025-12-26 17:45:00","55.70364","54.67647","54.71005","54.49332","54.30254"
"2025-12-26 17:45:00","368.3979493"
"2025-12-26 18:00:00","55.82269","54.67036","54.72379","54.51927","54.25523"
"2025-12-26 18:00:00","368.4035877"
"2025-12-26 18:15:00","55.80285","54.64747","54.72073","54.52232","54.17587"
"2025-12-26 18:15:00","368.3926756"
"2025-12-26 18:30:00","55.79979","54.67036","54.74973","54.48722","54.19876"
"2025-12-26 18:30:00","368.4017688"
"2025-12-26 18:45:00","55.82879","54.66426","54.73447","54.4628","54.20181"
"2025-12-26 18:45:00","368.37903595"
"2025-12-26 19:00:00","55.812","54.70242","54.75126","54.45059","54.18197"
"2025-12-26 19:00:00","368.3966766"
"2025-12-26 19:15:00","55.83795","54.69479","54.75584","54.46585","54.21402"
"2025-12-26 19:15:00","368.4017688"
"2025-12-26 19:30:00","55.80895","54.68258","54.74667","54.475","54.23386"
"2025-12-26 19:30:00","368.4099527"
"2025-12-26 19:45:00","55.82574","54.69784","54.74973","54.48569","54.27964"
"2025-12-26 19:45:00","368.3979493"
"2025-12-26 20:00:00","55.81047","54.6841","54.74362","54.47195","54.25065"
"2025-12-26 20:00:00","368.4088614"
"2025-12-26 20:15:00","55.82727","54.66731","54.76499","54.46585","54.23539"
"2025-12-26 20:15:00","368.3877655"
"2025-12-26 20:30:00","55.78911","54.69326","54.73752","54.50553","54.26591"
"2025-12-26 20:30:00","368.3937669"
"2025-12-26 20:45:00","55.79674","54.67495","54.72836","54.48111","54.32238"
"2025-12-26 20:45:00","368.3866742"
"2025-12-26 21:00:00","55.82727","54.64442","54.75431","54.49179","54.29491"
"2025-12-26 21:00:00","368.3970407"
"2025-12-26 21:15:00","55.89442","54.69784","54.72226","54.47654","54.29033"
"2025-12-26 21:15:00","368.398677"
"2025-12-26 21:30:00","55.88221","54.68105","54.72989","54.47654","54.3117"
"2025-12-26 21:30:00","368.393949"
"2025-12-26 21:45:00","55.83642","54.67342","54.73141","54.46737","54.28423"
"2025-12-26 21:45:00","368.3959494"
"2025-12-26 22:00:00","55.80895","54.69631","54.73141","54.48417","54.22928"
"2025-12-26 22:00:00","368.3890388"
"2025-12-26 22:15:00","55.82269","54.678","54.76957","54.49638","54.22165"
"2025-12-26 22:15:00","368.3823097"
"2025-12-26 22:30:00","55.81047","54.65968","54.74057","54.42007","54.08428"
"2025-12-26 22:30:00","368.3968586"
"2025-12-26 22:45:00","55.78911","54.69936","54.7421","54.48111","54.12091"
"2025-12-26 22:45:00","368.393949"
"2025-12-26 23:00:00","55.78453","54.66121","54.73752","54.45822","54.10718"
"2025-12-26 23:00:00","368.3957674"
"2025-12-26 23:15:00","55.76011","54.65968","54.71615","54.48111","53.88892"
"2025-12-26 23:15:00","368.3872199"
"2025-12-26 23:30:00","55.79979","54.67036","54.72073","54.48722","53.82024"
"2025-12-26 23:30:00","368.3863107"
"2025-12-26 23:45:00","55.77843","54.64594","54.6902","54.49485","53.81261"
"2025-12-26 23:45:00","368.3961309"
"2025-12-27 00:00:00","55.76774","54.65052","54.707","54.50858","53.79887"
"2025-12-27 00:00:00","368.3952217"
"2025-12-27 00:15:00","55.77232","54.67036","54.75278","54.46127","53.81414"
"2025-12-27 00:15:00","368.383764"
"2025-12-27 00:30:00","55.79979","54.65663","54.71463","54.45974","53.98355"
"2025-12-27 00:30:00","368.3934028"
"2025-12-27 00:45:00","55.79826","54.65511","54.75278","54.43685","53.90113"
"2025-12-27 00:45:00","368.3850373"
"2025-12-27 01:00:00","55.8059","54.60169","54.65205","54.45974","53.85382"
"2025-12-27 01:00:00","368.3861286"
"2025-12-27 01:15:00","55.75553","54.66426","54.71157","54.47348","53.8294"
"2025-12-27 01:15:00","368.3799457"
"2025-12-27 01:30:00","55.74179","54.60627","54.71157","54.47654","53.86603"
"2025-12-27 01:30:00","368.3848558"
"2025-12-27 01:45:00","55.7769","54.61084","54.7192","54.47959","53.83856"
"2025-12-27 01:45:00","368.3846738"
"2025-12-27 02:00:00","55.73569","54.62","54.69326","54.50248","53.8874"
"2025-12-27 02:00:00","368.3828548"
"2025-12-27 02:15:00","55.74485","54.60169","54.65052","54.44296","53.93166"
"2025-12-27 02:15:00","368.3844923"
"2025-12-27 02:30:00","55.75095","54.62458","54.68258","54.45364","54.04155"
"2025-12-27 02:30:00","368.3875834"
"2025-12-27 02:45:00","55.80437","54.63068","54.76041","54.47348","54.04613"
"2025-12-27 02:45:00","368.3881291"
"2025-12-27 03:00:00","55.78148","54.62458","54.70395","54.475","53.98965"
"2025-12-27 03:00:00","368.383764"
"2025-12-27 03:15:00","55.72348","54.61542","54.72684","54.45364","54.0797"
"2025-12-27 03:15:00","368.3803093"
"2025-12-27 03:30:00","55.74027","54.62305","54.70242","54.45822","53.88892"
"2025-12-27 03:30:00","368.3821277"
"2025-12-27 03:45:00","55.78606","54.60932","54.69479","54.49332","53.89503"
"2025-12-27 03:45:00","368.3819456"
"2025-12-27 04:00:00","55.73417","54.59253","54.67647","54.50401","53.8645"
"2025-12-27 04:00:00","368.37976309"
"2025-12-27 04:15:00","55.73264","54.62","54.6902","54.45211","53.88892"
"2025-12-27 04:15:00","368.3806728"
"2025-12-27 04:30:00","55.696","54.61848","54.69631","54.40785","53.8645"
"2025-12-27 04:30:00","368.36994283"
"2025-12-27 04:45:00","55.66701","54.59405","54.66731","54.45669","53.89808"
"2025-12-27 04:45:00","368.37776317"
"2025-12-27 05:00:00","55.73722","54.57574","54.65968","54.4628","53.86755"
"2025-12-27 05:00:00","368.37285249"
"2025-12-27 05:15:00","55.70822","54.57574","54.66273","54.43685","53.84619"
"2025-12-27 05:15:00","368.36994283"
"2025-12-27 05:30:00","55.70059","54.55437","54.66579","54.44601","53.76987"
"2025-12-27 05:30:00","368.37430733"
"2025-12-27 05:45:00","55.65022","54.51927","54.67189","54.43075","53.78056"
"2025-12-27 05:45:00","368.37358019"
"2025-12-27 06:00:00","55.67616","54.58337","54.66273","54.4338","53.78209"
"2025-12-27 06:00:00","368.3746709"
"2025-12-27 06:15:00","55.7189","54.5498","54.66121","54.43075","53.7943"
"2025-12-27 06:15:00","368.37212535"
"2025-12-27 06:30:00","55.66548","54.56506","54.67495","54.39869","53.79735"
"2025-12-27 06:30:00","368.37539914"
"2025-12-27 06:45:00","55.59528","54.5498","54.63984","54.38191","53.83551"
"2025-12-27 06:45:00","368.35212015"
"2025-12-27 07:00:00","55.70211","54.55132","54.649","54.4048","53.81566"
"2025-12-27 07:00:00","368.36466857"
"2025-12-27 07:15:00","55.67311","54.51163","54.63374","54.41853","53.81414"
"2025-12-27 07:15:00","368.36885156"
"2025-12-27 07:30:00","55.60138","54.53606","54.62","54.40785","53.75462"
"2025-12-27 07:30:00","368.36194096"
"2025-12-27 07:45:00","55.68532","54.54674","54.60015","54.39106","53.82483"
"2025-12-27 07:45:00","368.36485063"
"2025-12-27 08:00:00","55.67006","54.533","54.5559","54.39412","53.99728"
"2025-12-27 08:00:00","1392186.26299267"
"2025-12-27 08:00:00","368.36121327"
"2025-12-27 08:15:00","55.65175","54.58032","54.63221","54.35901","54.02324"
"2025-12-27 08:15:00","368.35866772"
"2025-12-27 08:30:00","55.63801","54.55437","54.64289","54.4277","54.15602"
"2025-12-27 08:30:00","368.35539394"
"2025-12-27 08:45:00","55.58612","54.47805","54.61695","54.32543","54.21097"
"2025-12-27 08:45:00","368.36048613"
"2025-12-27 09:00:00","55.70211","54.48722","54.60321","54.33307","54.26896"
"2025-12-27 09:00:00","368.35921281"
"2025-12-27 09:15:00","55.67616","54.54522","54.62305","54.33765","54.24607"
"2025-12-27 09:15:00","368.36030407"
"2025-12-27 09:30:00","55.57544","54.50553","54.56506","54.35291","54.19265"
"2025-12-27 09:30:00","368.37285249"
"2025-12-27 09:45:00","55.65785","54.48569","54.58947","54.34375","54.22928"
"2025-12-27 09:45:00","368.36194096"
"2025-12-27 10:00:00","55.62428","54.4979","54.58795","54.3056","54.25523"
"2025-12-27 10:00:00","368.36521421"
"2025-12-27 10:15:00","55.57544","54.47348","54.54674","54.29797","54.24607"
"2025-12-27 10:15:00","368.36848799"
"2025-12-27 10:30:00","55.59222","54.46737","54.55437","54.36664","54.18044"
"2025-12-27 10:30:00","368.36812442"
"2025-12-27 10:45:00","55.55254","54.46737","54.55437","54.33765","54.26591"
"2025-12-27 10:45:00","368.36412349"
"2025-12-27 11:00:00","55.57696","54.49485","54.57269","54.26286","54.24302"
"2025-12-27 11:00:00","368.36666904"
"2025-12-27 11:15:00","55.60749","54.4628","54.55895","54.31475","54.2186"
"2025-12-27 11:15:00","368.35975844"
"2025-12-27 11:30:00","55.57238","54.49943","54.54674","54.35138","54.2186"
"2025-12-27 11:30:00","368.35775798"
"2025-12-27 11:45:00","55.56322","54.31475","54.55285","54.32391","54.20486"
"2025-12-27 11:45:00","368.36139534"
"2025-12-27 12:00:00","55.61206","54.40022","54.49332","54.26896","54.16824"
"2025-12-27 12:00:00","368.35539394"
"2025-12-27 12:15:00","55.56781","54.42007","54.49027","54.2827","54.1484"
"2025-12-27 12:15:00","368.35302935"
"2025-12-27 12:30:00","55.55712","54.42464","54.52079","54.24455","54.21097"
"2025-12-27 12:30:00","368.34920993"
"2025-12-27 12:45:00","55.52354","54.42464","54.49027","54.29338","54.20639"
"2025-12-27 12:45:00","368.36139534"
"2025-12-27 13:00:00","55.57544","54.44448","54.54217","54.31017","54.2247"
"2025-12-27 13:00:00","368.35521188"
"2025-12-27 13:15:00","55.49759","54.4277","54.49943","54.33002","54.1957"
"2025-12-27 13:15:00","368.35084738"
"2025-12-27 13:30:00","55.52965","54.4277","54.49943","54.27507","54.25065"
"2025-12-27 13:30:00","368.35212015"
"2025-12-27 13:45:00","55.47623","54.38801","54.50248","54.23539","54.24607"
"2025-12-27 13:45:00","368.3504838"
"2025-12-27 14:00:00","55.52812","54.40633","54.47348","54.27354","54.17739"
"2025-12-27 14:00:00","368.3599405"
"2025-12-27 14:15:00","55.56017","54.44448","54.50706","54.23539","54.15297"
"2025-12-27 14:15:00","368.36284961"
"2025-12-27 14:30:00","55.54643","54.4399","54.48722","54.29797","54.18044"
